lei,bic,legalName,countryCode
5493002ICG7N85SG7116,GOAJVGV1XXX,"Goldman Sachs (Japan) Ltd.",JP
549300R3H5XXNLWIOY79,JPMEZAJJXXX,"J.P. Morgan Equities South Africa Proprietary Limited",ZA
54930015Q5KVUYRLFR34,BBRPCAWAXXX,"BROOKFIELD BRP CANADA CORP.",CA
549300GLLJCJPL8HO019,LESGITM1XXX,"ACOMEA SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A.",IT
54930061X8RDWFDJIS05,CAISUS31XXX,"CAPITAL INSTITUTIONAL SERVICES, INC.",US
54930011661UDW04YI86,WICEUS31XXX,"WINDHAM CAPITAL MANAGEMENT, LLC",US
549300S8SHBRCI7UU819,BXCUUS44XXX,"Baxter Credit Union",US
5493004A87O2UG7AA795,CLASUS61XXX,"CLIFFORD SWAN INVESTMENT COUNSEL LLC",US
549300G0RVHY0VSFWD76,PEUNUS61XXX,"PEPPERDINE UNIVERSITY",US
5493006CNBPJFU222A93,MIIUCHG1XXX,"Hyposwiss Private Bank Genève SA",CH
52990007PTGDTY54X103,GFOSDK22XXX,"GRUNDFOS HOLDING A/S",DK
549300SG2DF75SCPJ078,FSAMUS33XXX,"FSA ASSET MANAGEMENT LLC",US
OFIZ7W1WYFJC3YYSG330,GSNNUS31XXX,"GSFS INVESTMENTS I CORP.",US
549300193P3A4TN7LU07,COUMGB21XXX,"AVIVA INVESTORS HOLDINGS LIMITED",GB
BQ0IZIVZ90H24X1GGF03,EGGGGB2LXXX,"CANADA SQUARE OPERATIONS LIMITED",GB
5493006MCOP60BBI4G97,SNBFUS3FXXX,"Seacoast National Bank",US
549300QV6SE8ZLTNWJ75,NNAMUS44XXX,"Nissan North America, Inc",US
549300AZY1VDTDW4PX04,COMBKWKWXXX,"Commercial Bank of Kuwait",KW
549300U26M0CHK8MRU36,LULENL2EXXX,"Lumileds Holding B.V.",NL
TUJEXRL8G554770XYV09,KBCFGB2LXXX,"KBC INVESTMENTS LIMITED",GB
549300F1TD6UHUN19D04,WASAUS51XXX,"WASATCH ADVISORS, INC.",US
5493003RZQYJM7QGNE15,PTROMYKLXXX,"PETROLIAM NASIONAL BERHAD (PETRONAS)",MY
549300L2QZVVBZF48N53,INPGUS31XXX,"INTREPID CAPITAL MANAGEMENT, INC.",US
O5N0L82GSC7BHP2MC052,MSSPBRS1XXX,"BANCO MORGAN STANLEY S.A.",BR
549300F1QUQ5OC00JB42,DNFIUS31XXX,"DNB First, National Association",US
549300O3VBBL7XXSXF49,NICNGB21XXX,"NIKKO ASSET MANAGEMENT EUROPE LTD",GB
5493006VWIP74KZIO207,LASEUS41XXX,"LAKESHORE SECURITIES, L.P.",US
54930013W3TZHBMVB633,COZSCOBBXXX,"Allianz Seguros SA",DE
5493003D7KPWY66LE158,AKCLGB21XXX,"AKO CAPITAL LLP",GB
549300SKD8BVIU3J1O95,REKDDKK1XXX,REALDANIA,DK
549300CA0TY8TCNA4540,WEGIUS31XXX,"WESTWOOD GLOBAL INVESTMENTS LLC",US
549300KHB4GQQCIN1X35,ABNASGF1XXX,"UBS Futures Singapore Ltd.",SG
549300EWYMD78NBU6N05,MICGUS61XXX,"MATTHEWS INTERNATIONAL CAPITAL MANAGEMENT, LLC",US
5493008ILF6FATJZH824,DIDLUS51XXX,"Denver Investment Advisors LLC",US
VVT2B79I2Z4U3R6BY589,AONPGB2LXXX,"AON PLC",GB
X2RCP68VSVZIHLC2RN17,LCKHUS33XXX,"LOCKHEED MARTIN INVESTMENT MANAGEMENT COMPANY",US
5493000P4HD6132SQ711,UBININBBXXX,"Union Bank of India",IN
549300S1TY5REZ8FCQ28,BMCPGB21XXX,"BLUE MOUNTAIN CAPITAL PARTNERS (LONDON) LLP",GB
549300V3LM2EJOFVMW60,BSPUGB21XXX,"BAE SYSTEMS PENSION FUNDS INVESTMENT MANAGEMENT LIMITED",GB
5493003BU7PAH5RRM092,APAMLULLXXX,"APERAM Treasury S.C.A.",LU
5493002VB77GOYB9O402,IBNJUS33XXX,"Investors Bank",US
5493007CWLKYJKJW6X63,BORDSGSXXXX,"BORDIER ",CH
549300YFT14H8HRQ5D03,PRBLBDDHXXX,"Prime Bank Limited",BD
5493002EMJ891IZF7K15,BBMIBRRJXXX,"BAHIA AM RENDA VARIAVEL LTDA.",BR
549300HBJLRO8YFMI370,DTCYUS33XXX,"The Depository Trust Company",US
549300YDEAU8LO2OYF62,SALLDK22XXX,"SALLING BANK A/S",DK
549300E262HP3Y3PSP77,RDTVBRS1XXX,"RENASCENCA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.",BR
549300YXZ68UJGUVAM76,BLECUS31XXX,"BLUEFIN ENERGY, L.L.C.",US
549300HUMVT15ZH85X13,IPBMFRP1XXX,"IPBM SAS",FR
5493006IEY9SF5FUW108,PUILBEBBXXX,"PUILAETCO DEWAAY PRIVATE BANKERS",BE
138UEN3YBHG4NCOIDH54,MGMLGB21XXX,"Marine and General Mutual Life Assurance Society",GB
549300RQGJNZKXD4R894,INNDNL2UXXX,"equensWorldline SE",NL
549300HLUZPRXNY01L75,EQPYAU31XXX,"EQUIPSUPER PTY LTD",AU
ZXTNNR37O4UOIGYDYY55,MLBCKYKXXXX,"MERRILL LYNCH BANK AND TRUST COMPANY (CAYMAN) LIMITED",US
549300PHV8MBDHWB8X12,SIPEIT21XXX,"SAIPEM S.P.A.",IT
549300GL1JOQ7TI73B39,CSTTUS61XXX,"California State Teachers' Retirement System",US
T5UYO5SYLC8K73MJQX30,CTYCUS44XXX,"City of Chicago",US
5493008IUOJ5VWTRC333,IGROUS33XXX,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",US
54930088RBSOXYD8EY94,INVKLULLXXX,"CATELLA BANK S.A.",LU
5493007VDOR2RA6M9N63,SCBKUS6SXXX,"SHANGHAI COMMERCIAL BANK, LTD.",US
549300CU2GA4XCIHLV64,SBICUGKXXXX,"Stanbic Bank Holdings Limited",UG
549300H3F1P2EQW0FC36,TBOTUS3TXXX,"The Bank of Tampa",US
549300TNMIIYQ6ZC4520,CHASJPJZXXX,"JPMorgan Asset Management (Japan) Limited",JP
549300RJFN0Z663VE860,IMXCUS31XXX,"BBVA SECURITIES INC.",US
549300QV8QHGRC1V8N10,SCSMGB21XXX,"P. SCHOENFELD ASSET MANAGEMENT LLP",US
549300HR1PFH1I522K11,MCOTCAT1XXX,"SUN LIFE FINANCIAL TRUST INC.",CA
549300S6ZINNW7Y1NP62,BPSISGSGXXX,"BP SINGAPORE PTE. LIMITED",SG
549300GLSRLI7IDE3Z66,FIITCHZ1XXX,"Finarbit AG",CH
549300AT7EB9FJAF0E61,OLNAUS44XXX,"Old National Bank",US
549300TPMBM6S3XOIF71,GRDDFR22XXX,"GROUPE ADEO",FR
E1OI0SEUGJMPPTKRDD35,WLGRUS44XXX,"Walgreen Co.",US
54930070IKWTBTWG2U46,NPEFFIH1XXX,"Nordea European Stars Fund",FI
549300VXOOO8QW48A309,EFGBCHGGXXX,"EFG Bank European Financial Group SA",CH
DML2IN0E4FNZBEBKMP40,DACCUS31XXX,"DA CAPITAL LLC",US
549300IFL3XJKTRHZ480,RAMXMXM1XXX,"HR Ratings de México, S.A. de C.V.",MX
5493007JDSMX8Z5Z1902,SOUPUS33XXX,"CAMPBELL SOUP COMPANY",US
549300VFDTC6BKPD4415,VTOLBHBMXXX,"VITOL BAHRAIN e.c",BH
549300X8PMHXCLWNCB66,FKBKJPJTXXX,"The Bank of Fukuoka, Ltd.",JP
549300OQTLP8NQWSK514,SAHLGB21XXX,"GS SAPPHIRE HOLDING LIMITED",GB
549300TPNBKQ857MU463,ATFPAEADXXX,"Arab Trade Financing Program",AE
549300KEYHJ10QGWYW66,ESSEUAUKXXX,"JSC ""SEB CORPORATE BANK""",UA
549300O0YQXDOJB36Y73,FICUITTTXXX,"SANTANDER CONSUMER BANK S.P.A.",IT
549300XIZLHUYFCPJH13,XTSECAT1XXX,"TSX INC.",CA
549300446KJF7NHIXJ61,OHMJSESSXXX,"Pareto Securities AB",SE
R4ZEGXBLATT51TRX0263,ELEVHKH1XXX,"ELEVATECH LIMITED",HK
549300T0KLGA41EVVR68,PPMLSGS1XXX,"EASTSPRING INVESTMENTS (SINGAPORE) LIMITED",SG
549300LJXAVZBS2LUE33,IVNVDKK1XXX,"Investeringsforeningen Nordea Invest - Japan KL",FI
549300HJQJ15MZML2E03,MOFOCA82XXX,"MONEYWAY FINANCIAL GROUP CORP.",CA
549300KW8UGXZ5QYQS79,FOAFNOKKXXX,"FORMUESFORVALTNING AKTIV FORVALTNING AS",NO
549300ZDCVMBGESJ8C44,FBOGCOBBXXX,"FIDUCIARIA BOGOTA S.A.",CO
549300I5GBQ9DPI6AQ86,IONBDKK1XXX,"Investeringsforeningen Nordea Invest Engros - Obligationer",FI
549300915M5PZJRLF317,SHENUS3NXXX,"SHENKMAN CAPITAL MANAGEMENT, INC.",US
54930048FDANNGN4UV52,SWLPLULLXXX,"Swiss Life Products (Luxembourg) S.A.",LU
5493003QOQU6GD14BA34,IONNDKK1XXX,"Investeringsforeningen Nordea Invest - Indien KL",FI
549300YNDPQ1BGDA6Q17,VIANUS31XXX,"VINIK ASSET MANAGEMENT LP",US
2SFFM4FUIE05S37WFU55,BNMXMXMMXXX,"Banco Nacional de México, S. A., Integrante del Grupo Financiero Banamex.",MX
54930003G0MYEW371H22,STSHNL21XXX,"Stichting Pensioenfonds van De Nederlandsche Bank N.V.",NL
549300SMB53PXFMKBQ74,CGPLGB21XXX,"CAPITAL GENERATION PARTNERS LLP",GB
549300W0YBCUV18HSR42,TRICUS66XXX,"Tri Counties Bank",US
549300KS3MIBF4UT2D62,SRIAUS33XXX,"Swiss Reinsurance America Corporation",US
PSNL19R2RXX5U3QWHI44,BAMEITMMXXX,"MEDIOBANCA BANCA DI CREDITO FINANZIARIO SOCIETA' PER AZIONI",IT
MSFSBD3QN1GSN7Q6C537,CTBAAU2SXXX,"COMMONWEALTH BANK OF AUSTRALIA",AU
54930037NWG1CCVQHF93,BGALPTPLXXX,"Banco de Portugal",PT
549300LQR5JY5EOLWS35,JAKMSE22XXX,"JAK Medlemsbank",SE
1YTX3EVB2EG3PFFYOI09,ELTNKYKYXXX,"ELLIOTT INTERNATIONAL, L.P.",US
549300GKFG0RYRRQ1414,DNBANOKKXXX,"DNB BANK ASA",NO
549300DZ1EJ2E3OFRX83,CBKNNANXXXX,"Bank of Namibia",NA
GDI8P8WHFH4PS5YTU851,ESSIPTPLXXX,"HAITONG BANK, S.A.",PT
549300772UJAHRD6LO53,RBAIUS41XXX,"ROBERT W. BAIRD ",US
549300RO4882C2LQRT88,MRMANOK1XXX,"MARITIME ",NO
5493005TPIWZDOY8IQ26,TRGNNL21XXX,"XR Trading EU B.V.",NL
549300ZPZ17K5JZRSK73,SLHKUS31XXX,"SUN LIFE HONG KONG LIMITED",US
549300DH21KCYWWG2584,FUPAGB21XXX,"GS UK FUNDING LIMITED PARTNERSHIP",GB
549300S24DMOQB7FX206,FXCMGB21XXX,"FOREX CAPITAL MARKETS LIMITED",US
549300423T3ZCEZ1PP02,GNBAHUHBXXX,"GRÁNIT Bank Zártkörűen Működő Részvénytársaság",HU
549300SHQJPJG8CN8153,GALVUS41XXX,"HomeTown Bank, National Association",US
FCPMTJRVS5D8DX0SXH56,ZAALUS61XXX,"ZAZOVE ASSOCIATES, L.L.C.",US
549300OVO8MRA4KTCJ44,HVBCUS31XXX,"UNICREDIT CAPITAL MARKETS LLC",US
549300Y7B4P61P71C647,FURSPTP1XXX,"Fundo de Resolução",PT
549300IK25CZHKVLAL89,GMATGB22XXX,"GAZPROM MARKETING ",GB
5493005DZ0J2JROGZ254,FNETBEBBXXX,"CACEIS BELGIUM",BE
549300HF45VBQ8L4HF36,SBICZMLXXXX,"Stanbic Bank",ZM
VNJ8GUF91FD6KSMJCG78,MGTCCHGGXXX,"J.P. Morgan (Suisse) SA",CH
549300PNY73XR92RF524,BIMPCRSJXXX,"Banco Improsa Sociedad Anonima",CR
549300U4MX6QHUJ90X64,FMTCUS3BXXX,"FIDELITY MANAGEMENT TRUST COMPANY",US
549300Y2HDFI4Q5XNP98,HEMLGB21XXX,"HBK EUROPE MANAGEMENT LLP",GB
5967007LIEEXZX737S20,NORVNO21XXX,"SPAREBANK 1 NORDVEST",NO
5493005158BXZWGOX572,KOINUS4WXXX,"KOCH INDUSTRIES, INC.",US
5493008MSAGSTUCMKL66,BEFRCH22XXX,"Banque Cantonale de Fribourg",CH
549300EY2376P6C77F47,REDIUS31XXX,"REDWOOD INVESTMENTS, LLC",US
549300SQM0MRIF4HE647,SSSUGB21XXX,"STATE STREET GLOBAL MARKETS INTERNATIONAL LIMITED",US
549300TCEYVHTMWRRX34,CCRTIT2TCAR,"Banca Di Caraglio Del Cuneese E Della Riviera Dei Fiori - Credito Cooperativo - Societa' Cooperativa",IT
549300SZU0YYZE5IC674,VEDPNOK1XXX,"VERDIPAPIRFONDET NORDEA PLAN VEKSTORIENTERT",FI
549300X7R5O3QR04Z939,PRNAGB21XXX,"PROSPECT INVESTMENT MANAGEMENT LIMITED",GB
549300PW7VPFCYKLIV37,AVERUS66XXX,"AVERY DENNISON CORPORATION",US
5493005OC5DHELZYA702,CNNLITM2XXX,"CANALI S.P.A.",IT
549300YBN4EBN1R8SC34,ARORITG1XXX,"Argo Mortgage 2 S.R.L.",IT
549300B65M1U9FENOW23,VEHODK22XXX,"VESTJYSK BANK A/S",DK
VU0BHW8GU0LCDVDEVZ11,CAZEGB21XXX,"J.P. MORGAN CAZENOVE LIMITED",GB
549300FONLMVK7YYYH41,SBFDJPJTXXX,"Suntory Beverage ",JP
549300RJ6DQQVC9KSF08,HAMBGIGIXXX,"SG KLEINWORT HAMBROS BANK (GIBRALTAR) LIMITED",GI
549300NE01PCWMXUF415,TAFCHKH1XXX,"HAITONG INTERNATIONAL SECURITIES COMPANY LIMITED",HK
549300LXTX6SNEHTF533,ITFDBRSPXXX,"INTL FCSTONE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA",BR
549300SUPXO1WGG7V096,DYNIUS33XXX,"DynCorp International Inc.",US
Z01RQ8BXBEV51Q8XKV43,LUMIUS3NXXX,"Bank Leumi USA",US
5493006KHXBRQ33GGR66,BENPBEB2XXX,"BELFIUS INVESTMENT PARTNERS",BE
549300NCQQ9E4O5JX172,FONTNZ2AXXX,"FONTERRA CO-OPERATIVE GROUP LIMITED",NZ
S6R4BFPO6FOBLEYUYF07,KYASUS31XXX,"KYNIKOS ASSOCIATES LP",US
15DYKVGPQCMYBH2DZ583,DOBAATWWXXX,"VTB Bank (Austria) AG",AT
549300UJ6S2E8Z63H142,MUSOUS31XXX,"MURRAY STREET CORPORATION",US
5493007XE88E8JRNTJ93,MSCBVNVXXXX,"Military Commercial Joint Stock Bank",VN
5493008CGCDQLGT3EH93,DBRAGB21XXX,"DBRS RATINGS LIMITED",GB
54930080G2M7EJ097A27,CBBRLV22XXX,"AS BlueOrange Bank",LV
DZC62HF6UIZYJ08V1J90,FLBKUS33XXX,"Fulton Bank, National Association",US
5493003GCX71N8988W38,SCSEUS31XXX,"STANDARD CHARTERED SECURITIES (NORTH AMERICA) LLC",US
549300ILSMS2BO16P227,EPCPGB21XXX,"DUET ASSET MANAGEMENT LIMITED",GB
549300SP886DL6U1N017,VEDLNOK1XXX,"VERDIPAPIRFONDET NORDEA PLAN OFFENSIV",FI
549300YW06JHD2TT6Z37,EPCSGB2LXXX,"EURONET 360 FINANCE LIMITED",GB
YPDWHPJEN355HAXY7F78,CPEEUS51XXX,"Colorado Public Employees' Retirement Association",US
5493005BTNSVP7YXM491,USCCUS33XXX,"EXPRESS TRADE CAPITAL, INC.",US
5493002F64FO6UPB2N52,GRLOMUM1XXX,"Green Lotus Limited",MU
549300HFHGOLW672FG74,SUBLGB21XXX,"SUNRISE BROKERS LLP",GB
MP3J6QPYPGN75NVW2S34,KIMBUS44XXX,"KIMBERLY-CLARK CORPORATION",US
8I5DZWZKVSZI1NUHU748,HAMQUS31XXX,"JPMORGAN CHASE ",US
18B0XXQZGRUMTWTLAN28,DOMHPLP1XXX,"DOM MAKLERSKI BANKU HANDLOWEGO SPÓŁKA AKCYJNA",PL
549300N5J1Z9YBHM1U68,DYPYGB21XXX,"DYNAPAY LIMITED",GB
549300SAMQW7TYZ1TR74,TWOSITMMXXX,"SOCIETE GENERALE SECURITIES SERVICES S.P.A.",IT
549300COIWXM618UBE82,HOMRUS33XXX,"HomeTrust Bank",US
5493008S0C1NNCV8Y088,IVVRSES1XXX,"Investerum AB",SE
5493003ZMG23BP1H2X55,NJRIBEB1XXX,"NJR INVEST",BE
20FULDKQMC7ZL80LYR79,FIMLGB2LXXX,"JPMORGAN ASSET MANAGEMENT (UK) LIMITED",GB
549300UDG16DOYUPR330,THYSDE33XXX,"thyssenkrupp AG",DE
549300WJRIVY626H7D76,PHVBPHMMXXX,"Philippine Veterans Bank",PH
54930050GOSPXKOWLL34,BKVKUAUKXXX,"АКЦІОНЕРНЕ ТОВАРИСТВО ""БАНК 3/4""",UA
549300GGFLRSTQ15VF10,JBWLAU31XXX,"GOLDMAN SACHS AUSTRALIA PTY LTD",AU
KD833U13JEIGETBW2749,JAHCUS33XXX,"JARDEN LLC",US
YIUQ2OB8J8D8WX2F1P16,CSLLUS44XXX,"NORTHERN TRUST HEDGE FUND SERVICES LLC",US
213800GEIK9AZNTJVZ29,JHBAGB21XXX,"JULIAN HODGE BANK LIMITED",GB
549300WA6XI46HDQ4V17,HYANAU41XXX,"HYPERION ASSET MANAGEMENT LIMITED",AU
549300OWFMSO9NYV4H90,BTCTGB2LXXX,"BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY",GB
549300WBJAM78VONDL95,FOPCUS41XXX,"Foundry Partners LLC",US
549300WFG8RENRBOKH88,SSBIINB1XXX,"CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED",IN
5493007J5XU14RRVVD44,LFKBSES1XXX,"H. Lundén Holding Aktiebolag",SE
549300D7KQYT1Q6PJU91,INKTNOK2XXX,"INDUSTRIFINANS KAPITALFORVALTNING AS",NO
549300PG87MHQ7H4CO08,ITNBUS44XXX,"Vantage Bank Texas",US
549300OLZFLPH7LVXW89,BKCHCATTXXX,"Bank of China (Canada)",CA
M312WZV08Y7LYUC71685,SWEDSESSXXX,"Swedbank AB",SE
549300Y0HHMFW3EVWY08,NLICJP22XXX,"Nippon Life Insurance Company",JP
549300B3LJV7BU7IY610,FNCTUS44XXX,"First National Bank of Central Texas",US
HB7FFAZI0OMZ8PP8OE26,SWHQBEBBXXX,"Society for Worldwide Interbank Financial Telecommunication",BE
549300I9JG0JCJPKA680,NOAVFIH1XXX,"Nordea Savings 25 Fund",FI
UGKYQUOFW6QSIS3P4P93,LEGODK22XXX,"LEGO SYSTEM A/S",DK
XC7Z0BA39TU7L1AKOJ12,FAMBUS44XXX,"First American Bank",US
O06XD7BJ4EPXNABVFN69,TIACUS33XXX,"Teachers Insurance and Annuity Association of America",US
549300JFZMTJ6K65TJ25,SNTSFIH1XXX,"Nora Fund Three (SEK)",FI
5493004DKAGDNS9NFR36,NESLGB21XXX,"NESTLE UK LTD",GB
F8SB4JFBSYQFRQEH3Z21,NATAAU33XXX,"NATIONAL AUSTRALIA BANK LIMITED",AU
549300K219WQ2D3ZGV07,GSJSJPJ1XXX,"Goldman Sachs Japan Services Co., Ltd.",JP
549300IOW92TBZQIR750,ALVEES22XXX,"ALVEAN SUGAR SOCIEDAD LIMITADA",CH
5493007GBX87QOZACS27,MFCTCATTXXX,"Manulife Financial Corporation",CA
H4L0GO2EO3KH91N1E506,IISTSGS1XXX,"GOLDMAN SACHS INDIA INVESTMENTS (SINGAPORE) PTE. LTD.",SG
54930065FO7CXEUTGL76,MSCACATXXXX,"MORGAN STANLEY CANADA LIMITED",CA
549300OWBDK3ZWOL2C57,MARGSESSXXX,"Marginalen Bank Bankaktiebolag",SE
5493003YFEUUF7KZ4V90,PBUCUS31XXX,"THE PENSION BOARDS - UNITED CHURCH OF CHRIST, INC.",US
549300DWRGGI0PDZC866,HEDGBRS1XXX,"Credit Suisse Hedging-Griffo Serviços Internacionais S.A.",BR
549300F2FONGJR575V67,MTASMXMTXXX,"Metalsa, S.A. de C.V.",MX
549300BJHZ5S3CR5W615,MEXOCAT2XXX,"MERCANTILE EXCHANGE CORPORATION",CA
549300X14O2YYL48XO87,PELCGB21XXX,"PELHAM CAPITAL LTD",GB
549300GR6DZ97DTA7913,CEMAPTP2XXX,"CAIXA ECONÓMICA DA MISERICÓRDIA DE ANGRA DO HEROÍSMO, CAIXA ECONÓMICA BANCÁRIA, S.A.",PT
549300Q70WIE4DN6BI50,TRVAIE21XXX,"TRIUMPH INVESTMENTS (IRELAND) DESIGNATED ACTIVITY COMPANY",IE
I1NPP4LGGOKPRU3MI467,SSBEGB2XXXX,"STATE STREET EUROPE LIMITED",US
5493001H5BP31T28VF34,BKMGNL2AXXX,"Bank Mendes Gans N.V.",NL
549300RYCNYHUWYKP329,JEIPINB1XXX,"JEFFERIES INDIA PRIVATE LIMITED",IN
VR4B1033DFSW6GD35B69,RAMIUS31XXX,"RAMIUS ADVISORS, L.L.C.",US
549300B33RBJLBXW4P53,ARSJAM22XXX,"ARMSWISSBANK CLOSED JOINT STOCK COMPANY",AM
549300FQFLY6N6DXP164,DBPHPHMMXXX,"Development Bank of the Philippines",PH
78ANVQ3N9CROCVUUSO55,HELAIE21XXX,"HELABA ASSET SERVICES UNLIMITED COMPANY",DE
5493003HHC5DRTH5F268,KLGSUS33XXX,K,US
549300QJUQJY0TDARD34,HTCPGB21XXX,"HEHMEYER U.K. LIMITED",GB
5493007KMI04XOBVCW56,FCOICOBBXXX,"Fiduciaria Corficolombiana S.A.",CO
549300O3HXYXXUHR0897,KLRNSESSXXX,"Klarna Bank AB",SE
549300GB85OJ8241D118,FAORITRRXXX,"Food and Agriculture Organization of the United Nations",IT
549300HXZ6TEM6LDG325,EPSGITMMXXX,"EPSILON ASSOCIATI SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A. O IN ABBREVIATO EPSILON SGR S.P.A.",IT
549300DBX71GUJPS1965,CIHMMAMCXXX,"Credit Immobilier et Hotelier",MA
549300YB1H2FRI6JPM51,LMCNUS33XXX,"LAKE MICHIGAN CREDIT UNION",US
549300IXL0NHY6E5W175,CNCAMAMRXXX,"CREDIT AGRICOLE DU MAROC , SOCIETE ANONYME",MA
549300XYJTDGWLM77720,HVBADK21XXX,"HVIDBJERG BANK. AKTIESELSKAB",DK
5967007LIEEXZX6Q3K70,STFBNOKKXXX,"STOREBRAND BANK ASA",NO
549300V1W1Z43VU1Q688,BUNONIMAXXX,"BANCO FICOHSA NICARAGUA S.A",NI
549300WZWM393AWUNK20,XPATBGSFXXX,"Експат Асет Мениджмънт ЕАД",BG
549300EHNXQVOI120S55,EKRDEE22XXX,"Coop Pank AS",EE
549300S0CI7M8GIDYU52,CSAESES1XXX,"Case Asset Management AB",SE
549300DOHUCG0BDG1K90,PAULBRSPXXX,"Banco Paulista S.A.",BR
EV2XZWMLLXF2QRX0CD47,KIABSE22XXX,"Kommuninvest i Sverige Aktiebolag",SE
787RXPR0UX0O0XUXPZ81,NIKEUS66XXX,"NIKE, INC.",US
549300LNKU6K5TJCRG93,MTRSUS31XXX,"INTL FCSTONE FINANCIAL INC.",US
549300I7JYZHT7D5CO04,SBCBUS33XXX,"SANFORD C. BERNSTEIN ",US
549300KOUXTTEDKLU491,EURCEE21XXX,"Eurex Capital OÜ",EE
549300FMOYCQNLVRRP95,ABUCSES1XXX,"ABG Sundal Collier AB",SE
549300X7EK8ONC9RZJ42,BKIAAOLUXXX,"Banco Kwanza Invest S.A.",AO
549300WKCW12LEPUMV07,UIBKTNTTXXX,"Union Internationale de Banques",TN
54930086XQKV1JUFNE19,GSKFGBC1XXX,"GLAXOSMITHKLINE FINANCE PLC",GB
549300JGHMLWIHZ1FU47,COTVSES1XXX,"Consortum Capital Investments AB",SE
DK2F1ZT37U6QR8FQCO46,PFPODKK2XXX,"PFA PENSION, FORSIKRINGSAKTIESELSKAB.",DK
549300D8KGTG7ETFC021,APDEVAVAXXX,"A.P.S.A. - Amministrazione del Patrimonio della Sede Apostolica",VA
5493005E3ALF4VMMQH85,OURIBRSPXXX,"Banco Ourinvest S.A.",BR
UNNSMVDGOK7RJKJZAU82,CAUYKYK1XXX,"GS CAPITAL FUNDING (CAYMAN) LIMITED",GB
549300JRH86BT3KZUJ54,MLCVBRS1XXX,"MERRILL LYNCH S/A CORRETORA DE TITULOS E VALORES MOBILIARIOS",BR
KBVRJ5K57JZ3E2AVWX40,INGBUS3NXXX,"ING FINANCIAL MARKETS LLC",NL
549300JL3TGNE3Y7PE33,TESYUS41XXX,"Texas Security Bank",US
549300D6B6F82KM21774,FAANDK21XXX,"FASTER ANDELSKASSE",DK
549300R4O3O16JWCZK60,QUCNITM1XXX,"QUAESTIO CAPITAL SGR S.P.A.",IT
549300E33RZ5BJ726L53,SWIRCA8VXXX,"SIERRA WIRELESS, INC.",CA
549300530YFI9Z89LF66,NOSCTCGPXXX,"Scotiabank (Turks and Caicos) Ltd.",TC
7Y1D3TSNJ46Q5DUBC648,BEEEGB21XXX,"BENNELONG ASSET MANAGEMENT LLP",GB
549300XDRUL0TUQLQY80,CRESIDJ1XXX,"PT Credit Suisse Sekuritas Indonesia",ID
549300Y3VZJ8PV4GR334,SGTTVNVXXXX,"NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN SÀI GÒN THƯƠNG TÍN",VN
549300XGHOLJHVP8DS88,PHSESGS1XXX,"PHILLIP SECURITIES PTE LTD",SG
54930083FYWG28VYH380,VISIOMR1XXX,"Vision Investment Services Company S.A.O.C",OM
5493005ZDNEMYW1VXJ93,VIVIDK21XXX,"Fonden for SØBY-SKADER-HALLING SPAREKASSE",DK
549300QTYULNJXYPR685,VEOKNOK1XXX,"VERDIPAPIRFONDET NORDEA FRN KREDITT",FI
549300RF5ZFZKP1GRQ89,KEHPPAPAXXX,"PRIVAL BANK, S.A.",PA
UQHUIOI0395YPL5ATZ49,BACUCRSJXXX,"Banco Citibank de Costa Rica Sociedad Anonima",CR
5493009FWOE6CQ1J5K28,GSASHKH1XXX,"GOLDMAN SACHS (ASIA) SECURITIES LIMITED",HK
549300K6T3J5QIB4B873,PECSBEBBXXX,"Degroof Petercam Asset Management",BE
549300VOUIBR2256K858,WFPRITRRXXX,"The United Nations World Food Programme",IT
549300KJ10X71KOMA788,ITAUCHZZXXX,"Banco Itaú (Suisse) SA",CH
YR6K3WJN0KKLUPZSNL57,RTNCUS33XXX,"RAYTHEON COMPANY",US
24F6LSZD18II6ICG6S41,ITRIUS66XXX,"Itron, Inc.",US
549300FT720Z0BVCWS87,EPOOUS31XXX,"EPOCH INVESTMENT PARTNERS, INC.",US
549300AN359H174Y9S13,ANMLUS41XXX,"Alpine Investment Management, LLC",US
549300Q8HL7EWEE0HW14,CAUPUS31XXX,"Cambridge Trust Company",US
549300KLYWZE8YFUI784,RCPPGB21XXX,"RUBY CAPITAL PARTNERS LLP",GB
5493002MUOV04NSPT571,ROTRCATTXXX,"RBC Investor Services Trust",CA
549300JBZ3MK7Z4FI764,TSAVUS33XXX,"Thomaston Savings Bank",US
549300SDDJE84DDJNB30,CNFMGB2LXXX,"REFINITIV TRANSACTION SERVICES LIMITED",GB
549300HS42SEOHJU6P64,TAFGAU21XXX,"Taurus Funds Management Pty Limited",AU
54930060MY6S68NEUP16,ESESFRPPXXX,"EUROCLEAR FRANCE",BE
549300YVLVD8MONBCM37,CHASPEPLXXX,"J.P. MORGAN BANCO DE INVERSIÓN",PE
